artifact_id;image_pdf;image_web;score
0-25_p088_83fc102a;0-25_p088_img005.png;0-25_p088_83fc102a_img1_dace2a669d_0c862db4f2a3.jpg;0.021254539489746
0-25_p044_1394a6c0;0-25_p044_img005.png;0-25_p044_1394a6c0_img1_576daa8b3c_71e140daa007.jpg;0.0222429633140563
0-22_p014_f8a5f56a;0-22_p014_img005.png;0-22_p014_f8a5f56a_img1_cf81e59b0d_e6698eaafccc.jpg;0.0225565433502197
0-25_p041_16bc353c;0-25_p041_img005.png;0-25_p041_16bc353c_img1_7f85518952_23e301e95d1b.jpg;0.0225955247879028
0-30_p010_82b6e20a;0-30_p010_img003.png;0-30_p010_82b6e20a_img1_b637b73f6c_cda639708c90.jpg;0.0230798721313476
0-25_p048_04475953;0-25_p048_img005.png;0-25_p048_04475953_img1_e5ab3ae99a_862710a7729e.jpg;0.0234951972961425
0-25_p038_a303509a;0-25_p038_img005.png;0-25_p038_a303509a_img1_94ab4d7d6b_2ebca8915cd1.jpg;0.0241152048110961
0-10_p074_c161f5cf;0-10_p074_img005.png;0-10_p074_c161f5cf_img1_c5282b4431_4eda5b7d07d1.jpg;0.0258083939552307
0-10_p080_6756332a;0-10_p080_img005.png;0-10_p080_6756332a_img1_6d56c49a4e_69ecf63de8d9.jpg;0.0265101194381713
0-14_p027_ec708607;0-14_p027_img003.png;0-14_p027_ec708607_img1_f41d559c6f_c97e70a7bce5.jpg;0.0265662670135498
0-14_p022_e7ef2ce4;0-14_p022_img003.png;0-14_p022_e7ef2ce4_img1_d91d3a97d8_ab5ea31e8223.jpg;0.0274081826210021
0-22_p024_df087257;0-22_p024_img005.png;0-22_p024_df087257_img1_1d8b695460_422aa6ad354e.jpg;0.0281784534454345
0-22_p020_d68dbfc2;0-22_p020_img005.png;0-22_p020_d68dbfc2_img1_f52f6291f0_e38e6c547223.jpg;0.0285137891769409
0-25_p080_bee8a24e;0-25_p080_img005.png;0-25_p080_bee8a24e_img1_cb8eaf1dbf_b009b1dfef95.jpg;0.0288537740707397
0-25_p087_a80eaa61;0-25_p087_img005.png;0-25_p087_a80eaa61_img1_a30fa08b48_5e8e51aa178e.jpg;0.0297854542732238
0-25_p071_6a058638;0-25_p071_img005.png;0-25_p071_6a058638_img1_cb8f551b1e_6a22cdb23757.jpg;0.0300635695457458
0-30_p014_9bc22dd3;0-30_p014_img003.png;0-30_p014_9bc22dd3_img1_f0643f97da_7cdb9714707f.jpg;0.030840516090393
0-28_p008_fefb8c59;0-28_p008_img005.png;0-28_p008_fefb8c59_img1_86305a87e7_b32295d0c668.jpg;0.0308890342712402
0-25_p060_d921748e;0-25_p060_img005.png;0-25_p060_d921748e_img1_b2e78c6ce7_e9d564fe3c9a.jpg;0.0323414802551269
0-30_p020_5b4e7eb9;0-30_p020_img001.png;0-30_p020_5b4e7eb9_img1_4927e9102f_76e729f4f78b.jpg;0.0326943397521972
0-14_p026_2c507d36;0-14_p026_img003.png;0-14_p026_2c507d36_img1_65c410c09d_1f48cb3bc1c3.jpg;0.032958984375
0-14_p037_d8eb0074;0-14_p037_img003.png;0-14_p037_d8eb0074_img1_7b831c6bf0_5816ce0d6984.jpg;0.0329902172088623
0-19_p005_bc5c1fc3;0-19_p005_img005.png;0-19_p005_bc5c1fc3_img1_c10e0cf78e_db7b68d19a42.jpg;0.0341602563858032
0-25_p047_a4daec26;0-25_p047_img005.png;0-25_p047_a4daec26_img1_8578082e31_0a754cb93aa3.jpg;0.0348252058029174
0-10_p062_e4da8aed;0-10_p062_img005.png;0-10_p062_e4da8aed_img1_c275de771b_43d203285fd6.jpg;0.0358777046203613
0-25_p078_96776234;0-25_p078_img005.png;0-25_p078_96776234_img1_5c9eedf54a_c975dc858145.jpg;0.0364966988563537
0-25_p027_b022fb35;0-25_p027_img005.png;0-25_p027_b022fb35_img1_12e3e48c68_497d30db6aba.jpg;0.0380308032035827
0-28_p005_0ecce4f0;0-28_p005_img006.png;0-28_p005_0ecce4f0_img3_d6c5d14031_39d7a956b2e6.webp;0.0391545891761779
0-16_p009_67e0ca1b;0-16_p009_img003.png;0-16_p009_67e0ca1b_img1_913f395c26_9af1980cf585.jpg;0.0392180681228637
0-30_p018_880a3521;0-30_p018_img003.png;0-30_p018_880a3521_img1_ec5ea529b1_facd5ff86b22.jpg;0.039345383644104
0-25_p052_3bf323d0;0-25_p052_img005.png;0-25_p052_3bf323d0_img1_6504e302da_061fd4a4f4a2.jpg;0.0401246547698974
0-14_p036_90bc3926;0-14_p036_img003.png;0-14_p036_90bc3926_img1_90139b81e0_46cc5b7cd416.jpg;0.0409580469131469
31- _31_p016_f4871bc9;31- _31_p016_img003.png;31-__31_p016_f4871bc9_img1_56149ae52b_5486418ea864.jpg;0.0410653948783874
0-25_p058_9c26a93f;0-25_p058_img005.png;0-25_p058_9c26a93f_img1_b5fd8abee3_a0bd2224c7e1.jpg;0.0423675179481506
0-25_p086_d1991843;0-25_p086_img005.png;0-25_p086_d1991843_img1_e858484b83_0893d055eda1.jpg;0.0424981713294982
0-10_p065_20d411b4;0-10_p065_img006.png;0-10_p065_20d411b4_img1_9daf5f0ec2_7817f9e541a6.jpg;0.0427560806274414
0-25_p070_8aeba613;0-25_p070_img005.png;0-25_p070_8aeba613_img1_791b928a22_6a44c8557d20.jpg;0.0428284406661987
0-30_p007_f4603e0c;0-30_p007_img002.png;0-30_p007_f4603e0c_img1_ad8913f480_489955ec0559.jpg;0.0436642169952392
0-22_p009_ab2ed43b;0-22_p009_img005.png;0-22_p009_ab2ed43b_img1_3304137125_073115f274d5.jpg;0.04490327835083
0-22_p004_4c5b844c;0-22_p004_img005.png;0-22_p004_4c5b844c_img1_8e21b54f9f_d5252084804c.webp;0.045329213142395
0-28_p002_c27fb803;0-28_p002_img005.png;0-28_p002_c27fb803_img2_2b8332b14a_730cefdb05f1.webp;0.045552372932434
0-10_p072_6288a421;0-10_p072_img005.png;0-10_p072_6288a421_img1_e3c8ff751c_f15339f3e23b.jpg;0.0456836223602294
0-22_p017_6abd9361;0-22_p017_img005.png;0-22_p017_6abd9361_img1_41ed4e6469_5dedee541967.jpg;0.0461295843124389
0-28_p027_49196eb4;0-28_p027_img005.png;0-28_p027_49196eb4_img1_6bcacdf795_ae02d94d0110.jpg;0.0470948219299316
0-30_p021_65971c7e;0-30_p021_img001.png;0-30_p021_65971c7e_img1_9cd1e11d41_3173482e8d76.jpg;0.0472301244735717
0-25_p064_f6ce2f73;0-25_p064_img005.png;0-25_p064_f6ce2f73_img1_ff9a522ecf_cf57774b8a75.jpg;0.0493485927581787
0-25_p077_5321dc89;0-25_p077_img005.png;0-25_p077_5321dc89_img1_12128f8217_c791ae9096af.jpg;0.0494669079780578
31- _31_p002_86aafcec;31- _31_p002_img002.png;31-__31_p002_86aafcec_img1_c5803ef70e_a9f3577a6e7c.jpg;0.0495720505714416
0-30_p003_2e0f1399;0-30_p003_img002.png;0-30_p003_2e0f1399_img1_7368f08b1b_f5f760b5e9c5.jpg;0.0496379137039184
0-10_p081_235de0d7;0-10_p081_img005.png;0-10_p081_235de0d7_img1_022acee5fc_0430685f2992.jpg;0.0504134893417358
0-14_p028_4041cb1f;0-14_p028_img003.png;0-14_p028_4041cb1f_img1_b42c549043_24d6a26dd41e.jpg;0.0506349205970764
0-25_p069_9ad36b3a;0-25_p069_img005.png;0-25_p069_9ad36b3a_img1_a5e12e39dd_c5bf50f27f31.jpg;0.0510457754135131
31- _31_p028_dd1df250;31- _31_p028_img001.png;31-__31_p028_dd1df250_img1_f55bace35a_6a7567f1449b.jpg;0.051203966140747
0-10_p059_d03964ed;0-10_p059_img005.png;0-10_p059_d03964ed_img1_35d0c0f2cc_6694be38d3c6.jpg;0.0512139797210693
0-10_p061_1748219e;0-10_p061_img005.png;0-10_p061_1748219e_img1_c6e81cc79f_8ab9654a8953.jpg;0.0517956018447876
0-22_p018_439e9ea8;0-22_p018_img005.png;0-22_p018_439e9ea8_img1_711467edb2_18f7753b5125.jpg;0.0529293417930603
0-25_p050_ee11b378;0-25_p050_img005.png;0-25_p050_ee11b378_img1_d1d24d0cae_d8a344f7ea78.jpg;0.0545325279235839
31- _31_p011_4c06705e;31- _31_p011_img002.png;31-__31_p011_4c06705e_img1_59298d9c5c_ae0894992a37.jpg;0.0545712709426879
0-25_p097_d944cef5;0-25_p097_img005.png;0-25_p097_d944cef5_img1_0479c39ed5_efd766d32c3e.jpg;0.055712342262268
0-25_p051_3acdaa81;0-25_p051_img005.png;0-25_p051_3acdaa81_img1_27b65c0dc1_ce2448d0bac8.jpg;0.0559672713279724
0-22_p019_3b93fef1;0-22_p019_img005.png;0-22_p019_3b93fef1_img1_f592d60dd4_7cb27978e330.jpg;0.0565719008445739
0-25_p095_9ee6e6c7;0-25_p095_img005.png;0-25_p095_9ee6e6c7_img1_9fd8c4d181_05e8ff01a62f.jpg;0.0577530264854431
31- _31_p019_92190aac;31- _31_p019_img003.png;31-__31_p019_92190aac_img1_52948b4d51_e5e75088358f.jpg;0.0577985644340515
31- _31_p006_56cb6e06;31- _31_p006_img002.png;31-__31_p006_56cb6e06_img1_cdf1bf5aa4_6afed926bfc8.jpg;0.0583385229110717
0-10_p076_234f216d;0-10_p076_img005.png;0-10_p076_234f216d_img1_29a44db50b_edba5ca9e9a4.jpg;0.0584816932678222
0-5_p003_0a6629b7;0-5_p003_img004.png;0-5_p003_0a6629b7_img1_bb63506c31_6a15d9fee368.jpg;0.0599087476730346
0-16_p011_ba9f2252;0-16_p011_img003.png;0-16_p011_ba9f2252_img1_91b559cb5e_2e89e23b8336.jpg;0.0603015422821044
31- _31_p013_2f2416a9;31- _31_p013_img002.png;31-__31_p013_2f2416a9_img1_dcb9abeb63_3b68b355ec60.jpg;0.0604200363159179
0-10_p070_89bc8721;0-10_p070_img005.png;0-10_p070_89bc8721_img1_6c36e0c0cb_bf9082b7a292.jpg;0.0606889724731445
31- _31_p018_b1646d5e;31- _31_p018_img003.png;31-__31_p018_b1646d5e_img1_a11f22e15b_b276f0383e9e.jpg;0.0608371496200561
0-28_p001_aeebab61;0-28_p001_img005.png;0-28_p001_aeebab61_img2_d475ee08bf_ce164e7011da.webp;0.0609358549118042
0-10_p083_ac6e1897;0-10_p083_img005.png;0-10_p083_ac6e1897_img1_bc65668f4a_9eba84a314fa.jpg;0.0614586472511291
31- _31_p010_26086da7;31- _31_p010_img002.png;31-__31_p010_26086da7_img1_1996259fff_200a93e0cb35.jpg;0.0617715120315551
0-25_p053_809895ce;0-25_p053_img005.png;0-25_p053_809895ce_img1_1b461d8d24_07ee446b1a4f.jpg;0.0625370740890502
0-14_p044_dfa1c7a5;0-14_p044_img003.png;0-14_p044_dfa1c7a5_img1_2b3850da54_c11059606ef2.jpg;0.0639966130256652
0-25_p045_eaae26b1;0-25_p045_img005.png;0-25_p045_eaae26b1_img1_f05f5f673a_f21a40a6e996.jpg;0.0668225288391113
0-14_p043_1add3b82;0-14_p043_img003.png;0-14_p043_1add3b82_img1_77d97bea1a_a4a17093c9a7.jpg;0.0679974555969238
31- _31_p003_29c5ae2a;31- _31_p003_img002.png;31-__31_p003_29c5ae2a_img1_1c29fe365b_0037c75573a7.jpg;0.0685869455337524
31- _31_p027_10b82af4;31- _31_p027_img003.png;31-__31_p027_10b82af4_img1_77e52a26e3_ee9ffa8ab79e.jpg;0.0686155557632446
0-30_p016_52fdfd6f;0-30_p016_img003.png;0-30_p016_52fdfd6f_img1_60fbe33bf7_cb9f36f9c9f0.jpg;0.0687117576599121
0-25_p073_ccc96b0e;0-25_p073_img005.png;0-25_p073_ccc96b0e_img1_58e39c4c44_cca9643b6c2c.jpg;0.0693153142929077
31- _31_p030_267a9cea;31- _31_p030_img001.png;31-__31_p030_267a9cea_img1_215095391f_eb0235ed0cb1.jpg;0.071040391921997
0-25_p049_2f28b0e7;0-25_p049_img005.png;0-25_p049_2f28b0e7_img1_8d4e7b5679_4b65ecf52df0.jpg;0.0713095664978027
0-5_p004_b5ff189c;0-5_p004_img004.png;0-5_p004_b5ff189c_img1_4d098db4d0_984c6824e7da.jpg;0.0723952054977417
31- _31_p004_c8d52ea6;31- _31_p004_img002.png;31-__31_p004_c8d52ea6_img3_8cba33a18c_f41fe080423a.jpg;0.074208915233612
31- _31_p008_d07d17df;31- _31_p008_img002.png;31-__31_p008_d07d17df_img1_c9432db0c4_5ed5d137c6c8.jpg;0.0745561122894287
0-25_p054_975a31dd;0-25_p054_img005.png;0-25_p054_975a31dd_img1_03714b0a30_49b25f755bd1.jpg;0.074648380279541
0-21_p012_cb36e5e4;0-21_p012_img005.png;0-21_p012_cb36e5e4_img1_72df685e8f_2eae40775884.jpg;0.0770202875137329
0-10_p067_ac96fcd1;0-10_p067_img005.png;0-10_p067_ac96fcd1_img1_7fef31ff36_71e110f0ea5e.jpg;0.0798307061195373
0-21_p013_5466316d;0-21_p013_img005.png;0-21_p013_5466316d_img1_436cb6f7f9_5a7b6e9bfd02.jpg;0.0807628631591796
0-21_p027_ae3c4f62;0-21_p027_img005.png;0-21_p027_ae3c4f62_img1_035f1cd975_b6d6d4e36ec6.jpg;0.0809676647186279
0-28_p004_558dd6e7;0-28_p004_img006.png;0-28_p004_558dd6e7_img2_832b86d4fa_0a5b115b7649.webp;0.082427978515625
0-25_p085_f13f7dbe;0-25_p085_img006.png;0-25_p085_f13f7dbe_img1_edf6dc2613_47531cdb016c.jpg;0.0844907760620117
0-14_p040_58885c6e;0-14_p040_img003.png;0-14_p040_58885c6e_img1_49391888cf_5dfe519997ae.jpg;0.0859007239341735
31- _31_p026_d235d123;31- _31_p026_img002.png;31-__31_p026_d235d123_img1_0b779cd379_492328d1dc5d.jpg;0.0868216753005981
31- _31_p007_518f511e;31- _31_p007_img002.png;31-__31_p007_518f511e_img1_bdf7da194d_3243d3a55f36.jpg;0.0875580906867981
0-30_p017_6c61750c;0-30_p017_img003.png;0-30_p017_6c61750c_img1_6aa2c2c375_5e5d9c2db0b2.jpg;0.0885841846466064
0-21_p016_7c432e20;0-21_p016_img005.png;0-21_p016_7c432e20_img1_0b402f51bf_a808510c2039.jpg;0.089596688747406
0-28_p007_7f5ed1e5;0-28_p007_img005.png;0-28_p007_7f5ed1e5_img2_f6971adcb1_13edbe130500.webp;0.0911867618560791
31- _31_p017_aa106c3f;31- _31_p017_img003.png;31-__31_p017_aa106c3f_img1_cd30f6bf8f_1cc15648385d.jpg;0.0937267541885376
0-21_p014_587c3579;0-21_p014_img005.png;0-21_p014_587c3579_img1_37a6667d22_1081595c8f4c.jpg;0.0939095020294189
31- _31_p033_b5dd6f23;31- _31_p033_img001.png;31-__31_p033_b5dd6f23_img1_1b8e561f23_7074cb0a19cb.jpg;0.0940808057785034
0-14_p041_6240297d;0-14_p041_img003.png;0-14_p041_6240297d_img1_4b9fa9730c_98ecdcb52608.jpg;0.0942010879516601
0-25_p055_7d7995f7;0-25_p055_img005.png;0-25_p055_7d7995f7_img1_c7711aebfa_0b2dacffe797.jpg;0.0954889059066772
0-21_p026_e8ab5e07;0-21_p026_img005.png;0-21_p026_e8ab5e07_img1_6dea6ad49c_3590f69d4958.jpg;0.0965812802314758
0-22_p022_e2eb1dc8;0-22_p022_img005.png;0-22_p022_e2eb1dc8_img1_a74cb3fa43_c548849d30fb.jpg;0.0975568890571594
0-14_p042_78ff3cb5;0-14_p042_img003.png;0-14_p042_78ff3cb5_img1_988499094a_2a3e4350ba0b.jpg;0.0998812317848205
0-30_p006_6686f187;0-30_p006_img002.png;0-30_p006_6686f187_img1_39d242cd0c_97c1f426ba2a.jpg;0.1036210060119628
0-25_p081_07788e5d;0-25_p081_img005.png;0-25_p081_07788e5d_img1_7b5f9c8ee6_8dc446208801.jpg;0.1050109267234802
0-30_p009_8f0c48a1;0-30_p009_img002.png;0-30_p009_8f0c48a1_img1_21074ae46b_5e391f7de72a.jpg;0.1057557463645935
0-21_p002_6e218938;0-21_p002_img005.png;0-21_p002_6e218938_img1_1b31e0ad7b_00986f73c8f0.jpg;0.1066875457763671
0-22_p021_05077278;0-22_p021_img005.png;0-22_p021_05077278_img1_5627b18aec_02477fdce6e7.jpg;0.1083302497863769
0-28_p028_76ccf6a0;0-28_p028_img005.png;0-28_p028_76ccf6a0_img3_6c94a84288_cc65a1042b05.jpg;0.1112375855445861
0-21_p015_8de652d6;0-21_p015_img005.png;0-21_p015_8de652d6_img1_c79e50838a_95fe0a6309d5.jpg;0.1122114658355712
0-5_p009_16162ad0;0-5_p009_img004.png;0-5_p009_16162ad0_img1_86692f9a98_a9e35dbde718.jpg;0.1276820302009582
0-30_p008_6098ac5e;0-30_p008_img002.png;0-30_p008_6098ac5e_img1_7d6cc24198_9e768d1c2872.jpg;0.1344790458679199
0-22_p023_23c77c9b;0-22_p023_img005.png;0-22_p023_23c77c9b_img1_0b0cd1b54d_17af80adb78b.jpg;0.1348966360092163
0-30_p004_e96b4190;0-30_p004_img002.png;0-30_p004_e96b4190_img1_729719f011_83c9127dae41.jpg;0.1394581198692321
0-5_p004_a120f029;0-5_p004_img003.png;0-5_p004_a120f029_img1_54e1397f5d_7c5441b40cb8.jpg;0.1509640216827392
0-4_p001_27d081fd;0-4_p001_img003.png;0-4_p001_27d081fd_img1_ec637e24fa_54b434cae8d9.webp;0.1610671877861023
0-30_p012_4aa6b43c;0-30_p012_img003.png;0-30_p012_4aa6b43c_img1_b2cf533f1b_2862e54d69ff.jpg;0.1749526262283325
31- _31_p015_c0b28629;31- _31_p015_img003.png;31-__31_p015_c0b28629_img1_4c7eb81697_4b0b85445f5a.jpg;0.1843615770339965
0-4_p009_90e33534;0-4_p009_img003.png;0-4_p009_90e33534_img1_7b0eb58bb3_48460bc82604.jpg;0.2098674178123474
0-30_p013_d3799f39;0-30_p013_img003.png;0-30_p013_d3799f39_img1_8eab82412a_36e832eeb12e.jpg;0.2103692293167114
29- _29_p019_5186eca2;29- _29_p019_img003.png;29-__29_p019_5186eca2_img1_30fee3951d_d70e311abf81.jpg;0.2469488978385925
0-5_p007_764a5e88;0-5_p007_img003.png;0-5_p007_764a5e88_img1_68bf7d160d_3f3458ea8d03.jpg;0.4242452979087829
0-16_p010_1a66044c;0-16_p010_img003.png;0-16_p010_1a66044c_img1_a17e2cc683_40d56a10516a.jpg;0.4247913360595703
0-16_p008_0033d68a;0-16_p008_img003.png;0-16_p008_0033d68a_img2_05d3af60fd_5975f889bbc7.jpg;0.4304062128067016
0-16_p014_9c48a41b;0-16_p014_img003.png;0-16_p014_9c48a41b_img3_619ac22d63_c491b6fd182e.jpg;0.4549772143363952
0-28_p003_78e2c05b;0-28_p003_img005.png;0-28_p003_78e2c05b_img3_7f7a872422_298770f51223.webp;0.4556125998497009
0-19_p006_55714451;0-19_p006_img005.png;0-19_p006_55714451_img3_5549dd7ffe_394eaaaf7776.webp;0.4667432904243469
0-19_p020_651730f0;0-19_p020_img005.png;0-19_p020_651730f0_img1_4d75a69317_a51116dfc152.jpg;0.5225017070770264
0-16_p012_54866ff3;0-16_p012_img003.png;0-16_p012_54866ff3_img3_9af597479d_8ac12b243c8d.jpg;0.5304921865463257
0-4_p008_9905cdb4;0-4_p008_img003.png;0-4_p008_9905cdb4_img2_d2d48e28db_0e0b529ab8ad.jpg;0.5925989747047424
0-16_p003_a478c1a3;0-16_p003_img003.png;0-16_p003_a478c1a3_img3_4160dc065e_3a3a6da56dbf.jpg;0.6260951161384583
0-19_p023_faae9bc7;0-19_p023_img005.png;0-19_p023_faae9bc7_img3_1bb0a145f1_3b779a1b9e45.jpg;0.6748322248458862
0-20_p043_9bbf2b5f;0-20_p043_img005.png;0-20_p043_9bbf2b5f_img3_3011209c48_2067698560d7.webp;0.7631750702857971
0-19_p008_3f1052df;0-19_p008_img005.png;0-19_p008_3f1052df_img1_851e4233e9_755b4416d78c.jpg;0.7975358963012695
0-28_p010_29618710;0-28_p010_img005.png;0-28_p010_29618710_img1_41ff73f64f_7b6be940864d.webp;0.805160403251648
0-20_p064_cee55f67;0-20_p064_img005.png;0-20_p064_cee55f67_img2_b574b7cee6_ab5ac4d194b9.webp;0.8205292224884033
0-15_p003_fcc0a70a;0-15_p003_img003.png;0-15_p003_fcc0a70a_img1_9090cef453_cc77d6620469.jpg;0.8394330739974976
0-20_p055_e3050ce4;0-20_p055_img005.png;0-20_p055_e3050ce4_img1_accec759b2_f52b3fd4661d.webp;0.8640545606613159
0-20_p046_462aae8f;0-20_p046_img005.png;0-20_p046_462aae8f_img1_b5735b15d6_3b002e91f454.webp;0.962525486946106
